name,popularity,duration_ms,artist,artists_list,release_date,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence,artist_name,artist_popularity,artist_followers,artist_genres,music_file
"Baby, I'm Jealous (feat. Doja Cat)",63,175873,Bebe Rexha,"Bebe Rexha,Doja Cat",2020-10-09,0.0398,0.737,0.867,0.0,0.32,-2.259,0.0458,98.05,4,0.506,Bebe Rexha,77,8608960,"['dance pop', 'pop']","Baby, I m Jealous (feat. Doja Cat) - Bebe Rexha Doja Cat (1.wav"
"Family (feat. Bebe Rexha, Ty Dolla $ign & A Boogie Wit da Hoodie)",61,158995,David Guetta,"David Guetta,Bebe Rexha,Ty Dolla $ign,A Boogie Wit da Hoodie",2021-10-29,0.0744,0.687,0.717,0.0,0.134,-6.61,0.0755,88.063,4,0.685,David Guetta,85,26379655,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']","Family_feat_Bebe_Rexha,_Ty_Dolla_$ign_A_Boogie_Wit_da_Hoo.wav"
Sacrifice,58,160871,Bebe Rexha,Bebe Rexha,2021-03-05,0.0878,0.659,0.877,0.0,0.094,-5.089,0.0288,119.992,4,0.471,Bebe Rexha,77,8608960,"['dance pop', 'pop']",Sacrifice - Bebe Rexha (128).wav
8TEEN,77,228600,Khalid,Khalid,2017-04-27,0.225,0.83,0.585,0.00209,0.0576,-5.802,0.0366,105.03,4,0.642,Khalid,81,16167554,"['pop', 'pop r&b']",8TEEN - Khalid (128).wav
Saturday Nights,72,210667,Khalid,Khalid,2018-10-18,0.606,0.551,0.44,3.02e-05,0.11,-8.559,0.0985,167.923,4,0.341,Khalid,81,16167554,"['pop', 'pop r&b']",Saturday Nights - Khalid (128).wav
Outta My Head (with John Mayer),69,177067,Khalid,"Khalid,John Mayer",2019-04-05,0.0174,0.729,0.545,0.000274,0.369,-7.818,0.0316,103.012,4,0.514,Khalid,81,16167554,"['pop', 'pop r&b']",Outta My Head (with John Mayer) - Khalid (128).wav
Coaster,71,199120,Khalid,Khalid,2017-04-27,0.935,0.441,0.219,0.0,0.115,-14.586,0.0419,94.021,4,0.244,Khalid,81,16167554,"['pop', 'pop r&b']",Coaster - Khalid (128).wav
Know Your Worth,70,181436,Khalid,"Khalid,Disclosure",2020-02-04,0.145,0.79,0.694,0.00252,0.281,-7.726,0.0708,103.007,4,0.508,Khalid,81,16167554,"['pop', 'pop r&b']",Know Your Worth - Khalid Disclosure (128).wav
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",78,223413,Calvin Harris,"Calvin Harris,Pharrell Williams,Katy Perry,Big Sean,Funk Wav",2017-06-30,0.0642,0.893,0.745,0.0,0.0943,-3.105,0.0571,101.018,4,0.872,Calvin Harris,82,23408452,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']","Feels (feat. Pharrell Williams, Katy Perry Big Sean) - Calv.wav"
Harleys In Hawaii,77,185481,Katy Perry,Katy Perry,2020-08-28,0.162,0.721,0.751,6.59e-06,0.118,-6.203,0.125,140.095,4,0.738,Katy Perry,81,30086713,['pop'],Harleys In Hawaii - Katy Perry (128).wav
Roar,81,223546,Katy Perry,Katy Perry,2013-01-01,0.00492,0.671,0.771,7.28e-06,0.354,-4.821,0.0316,90.003,4,0.436,Katy Perry,81,30086713,['pop'],Oroma Baby - Rema (128).wav
California Gurls,77,234653,Katy Perry,"Katy Perry,Snoop Dogg",2012-03-12,0.00446,0.791,0.754,0.0,0.163,-3.729,0.0569,125.014,4,0.425,Katy Perry,81,30086713,['pop'],California Dreamin - Sia (128).wav
I Kissed A Girl,75,179640,Katy Perry,Katy Perry,2008-06-17,0.00223,0.699,0.76,0.0,0.132,-3.173,0.0677,129.996,4,0.696,Katy Perry,81,30086713,['pop'],I Kissed A Girl - Katy Perry (128).wav
Bon Appétit,68,227813,Katy Perry,"Katy Perry,Migos",2017-06-09,0.131,0.8,0.795,9.02e-05,0.221,-5.835,0.0626,106.031,4,0.528,Katy Perry,81,30086713,['pop'],Bon Appétit - Katy Perry Migos (128).wav
Qué Más Pues?,76,217360,J Balvin,"J Balvin,Maria Becerra",2021-09-10,0.0272,0.903,0.817,0.000311,0.242,-3.972,0.095,102.014,4,0.732,J Balvin,83,37770548,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",Qué Más Pues - J Balvin Maria Becerra (128).wav
Si Tu Novio Te Deja Sola,78,243560,J Balvin,"J Balvin,Bad Bunny",2017-03-03,0.519,0.718,0.46,0.0,0.0981,-9.498,0.0711,121.927,4,0.52,J Balvin,83,37770548,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",Si Tu Novio Te Deja Sola - J Balvin Bad Bunny (128).wav
Con Altura,75,161627,ROSALÍA,"ROSALÍA,J Balvin,El Guincho",2019-03-28,0.39,0.882,0.689,0.00325,0.0501,-4.027,0.124,97.963,4,0.746,ROSALÍA,78,7977482,"['latin viral pop', 'pop', 'r&b en espanol']",Corny - Rema (128).wav
UN DIA (ONE DAY) (Feat. Tainy),74,232253,J Balvin,"J Balvin,Dua Lipa,Bad Bunny,Tainy",2020-07-24,0.00536,0.571,0.693,0.0,0.173,-8.234,0.0545,168.169,4,0.393,J Balvin,83,37770548,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",UN DIA (ONE DAY) - Tainy J Balvin Dua Lipa Bad Bunny (128.wav
Sensualidad,74,297485,Bad Bunny,"Bad Bunny,Prince Royce,J Balvin,Mambo Kingz,DJ Luian",2017-11-03,0.423,0.807,0.681,0.0,0.0962,-6.268,0.0983,140.006,4,0.676,Bad Bunny,96,76065976,"['reggaeton', 'trap latino', 'urbano latino']",Softest Touch - Khalid (128).wav
Bonita,74,265747,J Balvin,"J Balvin,Jowell & Randy",2017-06-02,0.0132,0.775,0.867,0.00684,0.278,-1.582,0.0414,96.038,4,0.869,J Balvin,83,37770548,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",Born Again - Kim Petras (128).wav
No Es Justo,71,250840,J Balvin,"J Balvin,Zion & Lennox",2018-05-25,0.161,0.684,0.811,0.000363,0.0871,-4.494,0.0714,87.866,4,0.721,J Balvin,83,37770548,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",No Es Justo - J Balvin Zion Lennox (128).wav
Mirage - for Assassin's Creed Mirage,76,133184,OneRepublic,"OneRepublic,Assassin's Creed,Mishaal Tamer",2023-09-22,0.0139,0.542,0.67,2.87e-05,0.165,-6.066,0.0383,167.027,4,0.415,OneRepublic,80,16390313,"['piano rock', 'pop']",Mirage_for_Assassin_s_Creed_Mirage_OneRepublic_Assassin_s_C.wav
I Lived,77,234547,OneRepublic,OneRepublic,2013-01-01,0.0683,0.593,0.851,0.0,0.271,-5.456,0.0446,119.987,4,0.344,OneRepublic,80,16390313,"['piano rock', 'pop']",REMIX EXCLUSIVO - Feid (128).wav
Apologize,76,208107,OneRepublic,OneRepublic,2007-11-20,0.363,0.593,0.74,2.22e-05,0.102,-6.12,0.0339,118.008,4,0.502,OneRepublic,80,16390313,"['piano rock', 'pop']",Apologize - OneRepublic (128).wav
Good Life,76,253307,OneRepublic,OneRepublic,2009-01-01,0.0771,0.634,0.69,0.0,0.132,-7.804,0.052,94.988,4,0.645,OneRepublic,80,16390313,"['piano rock', 'pop']",Good Life - OneRepublic (128).wav
West Coast,70,192948,OneRepublic,OneRepublic,2022-02-25,0.317,0.685,0.699,0.0,0.0895,-7.803,0.0349,134.057,4,0.884,OneRepublic,80,16390313,"['piano rock', 'pop']",West Coast - OneRepublic (128).wav
Goodbye Yellow Brick Road - Remastered 2014,80,192827,Elton John,Elton John,1973-10-05,0.446,0.559,0.473,0.00141,0.154,-7.712,0.0279,121.227,4,0.397,Elton John,80,12420077,"['glam rock', 'mellow gold', 'piano rock', 'rock']",Goodbye Yellow Brick Road (Remastered 2014) - Elton John (12.wav
Daniel,72,234667,Elton John,Elton John,1973-01-22,0.38,0.688,0.477,4.93e-05,0.0864,-11.945,0.029,132.071,4,0.897,Elton John,80,12420077,"['glam rock', 'mellow gold', 'piano rock', 'rock']",Dance Again - Selena Gomez (128).wav
Candle In The Wind - Remastered 2014,71,228933,Elton John,Elton John,1973-10-05,0.183,0.602,0.536,1.9e-05,0.0802,-9.74,0.0288,124.558,4,0.506,Elton John,80,12420077,"['glam rock', 'mellow gold', 'piano rock', 'rock']",Candle In The Wind (Remastered 2014) - Elton John (128).wav
Nikita,71,343240,Elton John,Elton John,1985-11-07,0.123,0.632,0.656,0.000264,0.0735,-9.29,0.0277,86.605,4,0.752,Elton John,80,12420077,"['glam rock', 'mellow gold', 'piano rock', 'rock']",Nikita - Elton John (128).wav
Are You Ready For Love? - Remastered,65,212440,Elton John,Elton John,2017-11-10,0.308,0.799,0.719,0.00109,0.118,-5.179,0.032,116.511,4,0.772,Elton John,80,12420077,"['glam rock', 'mellow gold', 'piano rock', 'rock']",Are You Ready For Love (Remastered) - Elton John (128).wav
Llamado de Emergencia,80,239920,Daddy Yankee,Daddy Yankee,2008-08-12,0.216,0.703,0.909,1.57e-06,0.162,-4.456,0.0358,97.982,4,0.777,Daddy Yankee,83,33804366,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",Llamado de Emergencia - Daddy Yankee (128).wav
La Despedida,77,202827,Daddy Yankee,Daddy Yankee,2010-04-27,0.0909,0.745,0.994,0.0546,0.0684,-2.194,0.0497,122.049,4,0.972,Daddy Yankee,83,33804366,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",La Despedida - Daddy Yankee (128).wav
Limbo,77,224693,Daddy Yankee,Daddy Yankee,2012-01-01,0.0838,0.806,0.875,0.00192,0.065,-3.817,0.088,125.063,4,0.917,Daddy Yankee,83,33804366,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",Limbo - Daddy Yankee (128).wav
No Me Dejes Solo,72,170240,Daddy Yankee,"Daddy Yankee,Wisin & Yandel",2004-07-13,0.0772,0.787,0.835,0.000112,0.0712,-5.84,0.0614,95.966,4,0.78,Daddy Yankee,83,33804366,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",No Me Dejes Solo - Daddy Yankee Wisin Yandel (128).wav
Pasarela,73,193627,Daddy Yankee,Daddy Yankee,2012-01-01,0.104,0.842,0.893,0.0,0.289,-4.277,0.0462,121.035,4,0.713,Daddy Yankee,83,33804366,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",Pasarela - Daddy Yankee (128).wav
Vaina Loca,78,176133,Ozuna,"Ozuna,Manuel Turizo",2018-08-24,0.315,0.754,0.805,0.0,0.203,-4.249,0.0752,93.982,4,0.555,Ozuna,83,37816472,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",Vaina Loca - Ozuna Manuel Turizo (128).wav
El Farsante,77,233827,Ozuna,Ozuna,2017-08-25,0.2,0.735,0.703,0.0,0.259,-4.249,0.0611,120.007,4,0.323,Ozuna,83,37816472,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",El Farsante - Ozuna (128).wav
Dile Que Tu Me Quieres,77,226520,Ozuna,Ozuna,2017-08-25,0.0864,0.773,0.757,3.73e-06,0.0727,-4.959,0.0526,88.006,4,0.858,Ozuna,83,37816472,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",Dile Que Tu Me Quieres - Ozuna (128).wav
"Yo x Ti, Tu x Mi",75,201040,ROSALÍA,"ROSALÍA,Ozuna",2019-08-15,0.462,0.78,0.759,0.000868,0.143,-3.292,0.225,91.952,4,0.579,ROSALÍA,78,7977482,"['latin viral pop', 'pop', 'r&b en espanol']","Yo x Ti, Tu x Mi - ROSALÍA Ozuna (128).wav"
Síguelo Bailando,75,226800,Ozuna,Ozuna,2017-08-25,0.165,0.855,0.664,3.97e-05,0.0937,-7.11,0.0607,98.015,4,0.626,Ozuna,83,37816472,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",Síguelo Bailando - Ozuna (128).wav
Solita,76,311726,Ozuna,"Ozuna,Mambo Kingz,DJ Luian,Bad Bunny,Wisin,Almighty",2018-01-19,0.0564,0.807,0.633,0.0,0.107,-6.016,0.0929,138.038,4,0.325,Ozuna,83,37816472,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",Gasoline - Halsey (128).wav
King of Hearts,65,171080,Kim Petras,Kim Petras,2023-06-23,0.0154,0.684,0.834,0.00112,0.178,-4.57,0.0765,132.974,4,0.797,Kim Petras,73,998311,"['alt z', 'pop', 'transpop']",King of Hearts - Kim Petras (128).wav
Treat Me Like A Ho,63,115827,Kim Petras,Kim Petras,2023-09-18,0.00402,0.932,0.584,0.000286,0.0558,-5.438,0.0591,143.023,4,0.976,Kim Petras,73,998311,"['alt z', 'pop', 'transpop']",Treat Me Like A Ho - Kim Petras (128).wav
There Will Be Blood,60,197652,Kim Petras,Kim Petras,2020-10-23,0.00125,0.563,0.879,1.76e-05,0.166,-4.735,0.0907,107.013,4,0.602,Kim Petras,73,998311,"['alt z', 'pop', 'transpop']",There Will Be Blood - Kim Petras (128).wav
They Wanna Fuck,68,150000,Kim Petras,Kim Petras,2022-02-11,0.117,0.963,0.516,0.000125,0.127,-4.001,0.293,127.995,4,0.655,Kim Petras,73,998311,"['alt z', 'pop', 'transpop']",They Wanna Fuck - Kim Petras (128).wav
<demons>,60,117650,Kim Petras,Kim Petras,2020-10-23,0.0374,0.608,0.851,0.353,0.344,-9.0,0.107,200.028,4,0.363,Kim Petras,73,998311,"['alt z', 'pop', 'transpop']",Demons - Doja Cat (128).wav
PUFFIN ON ZOOTIEZ,82,172933,Future,Future,2022-04-29,0.0603,0.883,0.657,0.0,0.128,-5.748,0.305,124.992,4,0.284,Future,87,15158016,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",PUFFIN ON ZOOTIEZ - Future (128).wav
Solo,84,265996,Future,Future,2017-07-27,0.0538,0.784,0.486,0.497,0.101,-6.497,0.0475,110.964,4,0.0894,Future,87,15158016,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",Solo - Future (128).wav
Mask Off,84,204600,Future,Future,2017-06-30,0.0102,0.833,0.434,0.0219,0.165,-8.795,0.431,150.062,4,0.281,Future,87,15158016,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",Mask Off - Future (128).wav
LOVE YOU BETTER,75,129480,Future,Future,2022-04-29,0.478,0.709,0.357,0.000294,0.112,-9.289,0.214,75.494,4,0.544,Future,87,15158016,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",LOVE YOU BETTER - Future (128).wav
Lay Low,83,153443,Tiësto,Tiësto,2023-01-06,0.0607,0.534,0.855,0.000263,0.346,-4.923,0.183,122.06,4,0.42,Tiësto,80,7136303,"['big room', 'brostep', 'dutch edm', 'edm', 'house', 'pop dance', 'slap house', 'trance']",Lay Low - Tiësto (128).wav
Yesterday,65,140160,Tiësto,Tiësto,2023-04-21,0.167,0.694,0.66,9.91e-06,0.112,-5.862,0.0357,125.007,4,0.366,Tiësto,80,7136303,"['big room', 'brostep', 'dutch edm', 'edm', 'house', 'pop dance', 'slap house', 'trance']",Yesterday - Tiësto (128).wav
Chills (LA Hills),66,183652,Tiësto,"Tiësto,A Boogie Wit da Hoodie",2023-04-21,0.0213,0.796,0.761,0.000194,0.124,-6.299,0.0554,115.016,4,0.447,Tiësto,80,7136303,"['big room', 'brostep', 'dutch edm', 'edm', 'house', 'pop dance', 'slap house', 'trance']",Cheap Thrills - Sia (128).wav
Cheap Thrills (feat. Sean Paul),75,224813,Sia,"Sia,Sean Paul",2016-02-18,0.0561,0.592,0.8,2.01e-06,0.0775,-4.931,0.215,89.972,4,0.728,Sia,81,27113581,"['australian dance', 'australian pop', 'pop']",Cheap Thrills (feat. Sean Paul) - Sia Sean Paul (128).wav
Helium,71,252320,Sia,Sia,2017-02-10,0.551,0.42,0.396,0.0,0.0708,-6.678,0.0296,136.849,4,0.132,Sia,81,27113581,"['australian dance', 'australian pop', 'pop']",Helium - Sia (128).wav
Elastic Heart - Piano Version,68,250133,Sia,Sia,2015-05-04,0.903,0.44,0.306,0.0,0.0888,-5.403,0.0377,71.021,4,0.25,Sia,81,27113581,"['australian dance', 'australian pop', 'pop']",Elastic Heart (Piano Version) - Sia (128).wav
When You're Gone,78,172267,Shawn Mendes,Shawn Mendes,2022-03-31,0.0248,0.603,0.691,0.0,0.583,-5.805,0.0372,147.148,4,0.577,Shawn Mendes,80,42606389,"['canadian pop', 'pop', 'viral pop']",When You re Gone - Shawn Mendes (128).wav
Wonder,75,172693,Shawn Mendes,Shawn Mendes,2020-12-04,0.136,0.442,0.631,2.29e-05,0.133,-5.096,0.05,139.774,4,0.129,Shawn Mendes,80,42606389,"['canadian pop', 'pop', 'viral pop']",Wonder - Shawn Mendes (128).wav
Monster (Shawn Mendes & Justin Bieber),72,178994,Shawn Mendes,"Shawn Mendes,Justin Bieber",2020-11-20,0.0676,0.652,0.383,0.0,0.0828,-7.076,0.0516,145.765,4,0.549,Shawn Mendes,80,42606389,"['canadian pop', 'pop', 'viral pop']",Ghost - Justin Bieber (128).wav
Fallin' All In You,72,235747,Shawn Mendes,Shawn Mendes,2018-05-25,0.405,0.853,0.476,0.0,0.111,-6.696,0.0361,92.038,4,0.796,Shawn Mendes,80,42606389,"['canadian pop', 'pop', 'viral pop']",Fallin All In You - Shawn Mendes (128).wav
Never Be Alone,68,215813,Shawn Mendes,Shawn Mendes,2015-04-14,0.514,0.376,0.466,5.8e-05,0.0781,-6.927,0.0353,199.835,4,0.276,Shawn Mendes,80,42606389,"['canadian pop', 'pop', 'viral pop']",Never Be Alone - Shawn Mendes (128).wav
Reminds Me Of You,71,158033,Juice WRLD,"Juice WRLD,The Kid LAROI",2020-12-08,0.0663,0.613,0.631,0.0,0.169,-6.965,0.12,149.992,4,0.33,Juice WRLD,84,31181079,"['chicago rap', 'melodic rap', 'rap']",Reminds Me Of You - Juice WRLD The Kid LAROI (128).wav
Unstable (feat. The Kid LAROI),68,158324,Justin Bieber,"Justin Bieber,The Kid LAROI",2021-03-19,0.737,0.495,0.333,0.0,0.112,-10.109,0.0288,99.757,4,0.37,Justin Bieber,86,74403685,"['canadian pop', 'pop']",Unstable - Justin Bieber The Kid Laroi (128).wav
I Can't Go Back To The Way It Was (Intro),65,96000,The Kid LAROI,The Kid LAROI,2023-01-19,0.868,0.439,0.43,0.00145,0.115,-9.033,0.121,146.73,5,0.15,The Kid LAROI,79,4841122,['australian hip hop'],I_Can_t_Go_Back_To_The_Way_It_Was_Intro_The_Kid_LAROI_128.wav
GO (feat. Juice WRLD),73,181688,The Kid LAROI,"The Kid LAROI,Juice WRLD",2021-07-27,0.157,0.487,0.74,0.0,0.612,-4.973,0.0944,73.779,4,0.522,The Kid LAROI,79,4841122,['australian hip hop'],Empty - Juice Wrld (128).wav
I GUESS IT'S LOVE?,63,170388,The Kid LAROI,The Kid LAROI,2023-02-24,0.0662,0.595,0.823,0.0,0.569,-6.448,0.0566,155.005,4,0.435,The Kid LAROI,79,4841122,['australian hip hop'],I GUESS IT S LOVE - The Kid LAROI (128).wav
MY EYES,88,251250,Travis Scott,Travis Scott,2023-07-28,0.651,0.455,0.621,2.59e-06,0.123,-7.694,0.0517,119.043,4,0.28,Travis Scott,90,24895140,"['hip hop', 'rap', 'slap house']",MY EYES - Travis Scott (128).wav
HIGHEST IN THE ROOM,84,175721,Travis Scott,Travis Scott,2019-10-04,0.0546,0.598,0.427,5.83e-06,0.21,-8.764,0.0317,76.469,4,0.0605,Travis Scott,90,24895140,"['hip hop', 'rap', 'slap house']",HIGHEST IN THE ROOM - Travis Scott (128).wav
sdp interlude,83,191623,Travis Scott,Travis Scott,2016-09-16,0.599,0.507,0.586,0.0544,0.118,-8.15,0.0586,108.164,4,0.588,Travis Scott,90,24895140,"['hip hop', 'rap', 'slap house']",sdp interlude - Travis Scott (128).wav
Love Galore (feat. Travis Scott),80,275080,SZA,"SZA,Travis Scott",2017-06-09,0.112,0.795,0.594,0.0,0.162,-6.2,0.0748,135.002,4,0.409,SZA,87,15504565,"['pop', 'r&b', 'rap']",Love Galore (feat. Travis Scott) - SZA Travis Scott (128).wav
Raindrops (Insane) [with Travis Scott],79,188587,Metro Boomin,"Metro Boomin,Travis Scott",2022-12-02,0.103,0.796,0.539,0.0,0.343,-5.974,0.0433,111.988,4,0.123,Metro Boomin,85,5947390,['rap'],Raindrops (Insane) - Metro Boomin Travis Scott (128).wav
SKELETONS,78,145588,Travis Scott,Travis Scott,2018-08-03,0.00146,0.46,0.686,0.0,0.375,-5.948,0.0367,148.054,4,0.252,Travis Scott,90,24895140,"['hip hop', 'rap', 'slap house']",SKELETONS - Travis Scott (128).wav
5% TINT,81,196138,Travis Scott,Travis Scott,2018-08-03,0.173,0.712,0.481,0.0,0.241,-5.415,0.0487,140.0,4,0.062,Travis Scott,90,24895140,"['hip hop', 'rap', 'slap house']",5% TINT - Travis Scott (128).wav
We Will Rock You - Remastered 2011,81,122067,Queen,Queen,1977-10-28,0.676,0.692,0.497,0.0,0.259,-7.316,0.119,81.308,4,0.475,Queen,81,48677298,"['classic rock', 'glam rock', 'rock']",We Will Rock You - Queen (128).wav
Killer Queen - Remastered 2011,77,179600,Queen,Queen,1974-11-08,0.391,0.535,0.651,0.0,0.133,-6.326,0.0544,117.218,4,0.612,Queen,81,48677298,"['classic rock', 'glam rock', 'rock']",Killer Queen (Remastered 2011) - Queen (128).wav
You're My Best Friend - Remastered 2011,72,170787,Queen,Queen,1975-11-21,0.148,0.51,0.76,0.0116,0.0706,-6.995,0.0411,118.829,4,0.55,Queen,81,48677298,"['classic rock', 'glam rock', 'rock']",You re My Best Friend (Remastered 2011) - Queen (128).wav
Radio Ga Ga - Remastered 2011,76,348227,Queen,Queen,1984-02-27,0.183,0.744,0.502,0.000228,0.189,-7.719,0.0359,112.344,4,0.66,Queen,81,48677298,"['classic rock', 'glam rock', 'rock']",Radio Ga Ga - Queen (128).wav
Fat Bottomed Girls - 2011 Remaster,67,255600,Queen,Queen,1978-11-10,0.0322,0.332,0.683,6.51e-06,0.342,-7.679,0.0491,88.522,4,0.419,Queen,81,48677298,"['classic rock', 'glam rock', 'rock']",Fat Bottomed Girls - Queen (128).wav
Radio Ga Ga - Live Aid,65,245680,Queen,Queen,2018-10-19,0.0138,0.406,0.934,0.0,0.955,-6.668,0.0845,118.823,4,0.395,Queen,81,48677298,"['classic rock', 'glam rock', 'rock']",Radio Ga Ga (Live Aid) - Queen (128).wav
Who Wants To Live Forever - Remastered 2011,65,295333,Queen,Queen,1991-10-28,0.544,0.182,0.388,0.00134,0.114,-8.672,0.0324,139.276,4,0.0392,Queen,81,48677298,"['classic rock', 'glam rock', 'rock']",9. Queen - Who Wants To Live Forever (128).wav
Red Ruby Da Sleeze,77,214445,Nicki Minaj,Nicki Minaj,2023-03-03,0.115,0.696,0.733,0.0,0.111,-6.181,0.256,98.355,4,0.292,Nicki Minaj,84,29877494,"['hip pop', 'pop', 'queens hip hop', 'rap']",Red Ruby Da Sleeze - Nicki Minaj (128).wav
Last Time I Saw You,80,216348,Nicki Minaj,Nicki Minaj,2023-09-01,0.0226,0.847,0.434,0.0673,0.087,-6.474,0.0382,129.967,4,0.293,Nicki Minaj,84,29877494,"['hip pop', 'pop', 'queens hip hop', 'rap']",Last Time I Saw You - Nicki Minaj (128).wav
Tusa,78,200960,KAROL G,"KAROL G,Nicki Minaj",2019-11-07,0.295,0.803,0.715,0.000134,0.0574,-3.28,0.298,101.085,4,0.574,KAROL G,88,41121547,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",TUYA - ROSALÍA (128).wav
Where Them Girls At (feat. Nicki Minaj & Flo Rida),75,194840,David Guetta,"David Guetta,Flo Rida,Nicki Minaj",2012-12-07,0.055,0.666,0.876,0.0,0.259,-3.078,0.0414,129.884,4,0.552,David Guetta,85,26379655,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",Where Them Girls At (feat. Nicki Minaj Flo Rida) - David Gu.wav
Va Va Voom,75,183560,Nicki Minaj,Nicki Minaj,2012-01-01,0.0625,0.648,0.836,0.00995,0.202,-3.394,0.0316,126.889,4,0.705,Nicki Minaj,84,29877494,"['hip pop', 'pop', 'queens hip hop', 'rap']",Va Va Voom - Nicki Minaj (128).wav
Monster,74,378893,Kanye West,"Kanye West,JAY-Z,Rick Ross,Nicki Minaj,Bon Iver",2010-11-22,0.00244,0.628,0.692,0.0129,0.668,-5.64,0.202,124.887,5,0.0963,Kanye West,88,21786460,"['chicago rap', 'hip hop', 'rap']",demons - Kim Petras (128).wav
Only,67,312027,Nicki Minaj,"Nicki Minaj,Drake,Lil Wayne,Chris Brown",2014-12-15,0.405,0.573,0.495,0.0,0.0969,-7.245,0.592,179.196,3,0.255,Nicki Minaj,84,29877494,"['hip pop', 'pop', 'queens hip hop', 'rap']",Alone - Halsey (128).wav
Make Me Proud,71,219893,Drake,"Drake,Nicki Minaj",2011-11-15,0.00268,0.684,0.486,0.000148,0.157,-10.155,0.132,131.913,4,0.355,Drake,95,81345795,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",Make Me Proud - Drake Nicki Minaj (128).wav
The Night Is Still Young,67,227560,Nicki Minaj,Nicki Minaj,2014-12-15,0.00212,0.656,0.692,0.00305,0.128,-6.145,0.0563,128.017,4,0.693,Nicki Minaj,84,29877494,"['hip pop', 'pop', 'queens hip hop', 'rap']",The Night Is Still Young - Nicki Minaj (128).wav
N95,81,195950,Kendrick Lamar,Kendrick Lamar,2022-05-13,0.377,0.79,0.67,2.32e-06,0.119,-5.527,0.105,139.956,4,0.408,Kendrick Lamar,86,25786424,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",N95 - Kendrick Lamar (128).wav
PRIDE.,85,275253,Kendrick Lamar,Kendrick Lamar,2017-04-14,0.0786,0.665,0.535,1.68e-05,0.154,-7.056,0.0572,138.842,4,0.37,Kendrick Lamar,86,25786424,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",Prohibidox - Feid (128).wav
DNA.,82,185947,Kendrick Lamar,Kendrick Lamar,2017-04-14,0.00454,0.638,0.523,0.0,0.0842,-6.664,0.357,139.913,4,0.422,Kendrick Lamar,86,25786424,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",DNA - BTS (128).wav
Die Hard,78,239027,Kendrick Lamar,"Kendrick Lamar,Blxst,Amanda Reifer",2022-05-13,0.319,0.775,0.736,0.00116,0.127,-8.072,0.247,100.988,4,0.362,Kendrick Lamar,86,25786424,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",Dive - Ed Sheeran (128).wav
LOYALTY. FEAT. RIHANNA.,79,227360,Kendrick Lamar,"Kendrick Lamar,Rihanna",2017-04-14,0.0265,0.658,0.535,0.0,0.2,-8.983,0.0573,110.684,4,0.419,Kendrick Lamar,86,25786424,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",LOYALTY. - Kendrick Lamar Rihanna (128).wav
King Kunta,77,234693,Kendrick Lamar,Kendrick Lamar,2015-03-16,0.00589,0.884,0.657,0.0,0.154,-4.569,0.0977,107.059,4,0.489,Kendrick Lamar,86,25786424,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",King Kunta - Kendrick Lamar (128).wav
Party,81,227629,Bad Bunny,"Bad Bunny,Rauw Alejandro",2022-05-06,0.0151,0.829,0.799,0.000543,0.242,-5.389,0.0897,97.013,4,0.471,Bad Bunny,96,76065976,"['reggaeton', 'trap latino', 'urbano latino']",Partition - Beyoncé (128).wav
