name,popularity,duration_ms,artist,artists_list,release_date,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,artist_name,artist_popularity,artist_followers,artist_genres,music_file
Lo Vas A Olvidar (with ROSALÍA),65,203464,Billie Eilish,"Billie Eilish,ROSALÍA",2021-01-21,0.721,0.343,0.243,0.00198,4,0.0668,-14.66,0,0.0777,135.154,4,0.032,Billie Eilish,86,88246007,"['art pop', 'pop']",Lo Vas A Olvidar - Billie Eilish ROSALÍA (128).wav
Locked out of Heaven,91,233478,Bruno Mars,Bruno Mars,2012-12-07,0.049,0.726,0.698,0.0,5,0.309,-4.165,1,0.0431,143.994,4,0.867,Bruno Mars,86,51858271,"['dance pop', 'pop']",Locked out of Heaven - Bruno Mars (128).wav
Lonely Together (feat. Rita Ora),74,181812,Avicii,"Avicii,Rita Ora",2017-08-10,0.134,0.655,0.666,2.12e-05,5,0.0683,-5.309,1,0.0612,102.977,4,0.272,Avicii,78,23141855,"['dance pop', 'edm', 'pop', 'pop dance']",Lonely Together - Avicii Rita Ora (128).wav
Leave Before You Love Me (with Jonas Brothers),85,154983,Marshmello,"Marshmello, Jonas Brothers",2021-05-21,0.00226,0.721,0.738,4.41e-06,7,0.118,-4.77,1,0.0403,119.976,4,0.637,Marshmello,80,35035483,"['brostep', 'edm', 'pop', 'progressive electro house']",Lose You To Love Me - Selena Gomez (128).wav
Lose You To Love Me,83,206459,Selena Gomez,Selena Gomez,2020-01-10,0.556,0.488,0.343,0.0,4,0.21,-8.985,1,0.0436,102.819,4,0.0978,Selena Gomez,81,46174412,"['pop', 'post-teen pop']",Lose You To Love Me - Selena Gomez (128).wav
LOVE AGAIN,77,145850,The Kid LAROI,The Kid LAROI,2023-01-27,0.716,0.662,0.398,0.0,11,0.111,-6.691,0,0.0275,107.001,4,0.468,The Kid LAROI,79,4841122,['australian hip hop'],Love Again - The Kid LAROI (128).wav
Love Galore (feat. Travis Scott),80,275080,SZA,"SZA,Travis Scott",2017-06-09,0.112,0.795,0.594,0.0,0,0.162,-6.2,1,0.0748,135.002,4,0.409,SZA,87,15504565,"['pop', 'r&b', 'rap']",Love Galore (feat. Travis Scott) - SZA Travis Scott (128).wav
Love In The Dark,79,285935,Adele,Adele,2015-11-20,0.528,0.331,0.341,0.0,9,0.109,-6.057,0,0.0309,109.821,4,0.152,Adele,83,52229537,"['british soul', 'pop', 'pop soul', 'uk pop']",Love In The Dark - Adele (128).wav
"Love Me Like You Do - From ""Fifty Shades Of Grey""",80,252534,Ellie Goulding,Ellie Goulding,2015-11-06,0.247,0.262,0.606,0.0,8,0.125,-6.646,1,0.0484,189.857,4,0.275,Ellie Goulding,77,12329992,"['indietronica', 'metropopolis', 'pop', 'uk pop']",Love Me Like You Do (From Fifty Shades Of Grey) - Ellie Goul.wav
Love Me Like You Do,76,253520,Ellie Goulding,Ellie Goulding,2018-02-09,0.27,0.489,0.597,0.0,5,0.105,-6.633,0,0.0292,95.012,4,0.324,Ellie Goulding,77,12329992,"['indietronica', 'metropopolis', 'pop', 'uk pop']",Love Me Like You Do - Ellie Goulding (128).wav
Love Not War (The Tampa Beat),69,192921,Jason Derulo,"Jason Derulo,Nuka",2020-11-20,0.105,0.738,0.85,0.0,8,0.23,-3.049,1,0.0642,98.013,4,0.865,Jason Derulo,76,11927147,"['dance pop', 'pop']",Love Not War (The Tampa Beat) - Jason Derulo Nuka (128).wav
Love Of My Life,78,191638,Harry Styles,Harry Styles,2022-05-20,0.669,0.555,0.536,0.0,7,0.0623,-8.233,1,0.0452,118.057,4,0.203,Harry Styles,83,29970267,['pop'],Love Of Your Life - RAYE (128).wav
Love Of Your Life,54,196171,RAYE,RAYE,2020-11-06,0.00161,0.632,0.826,2.89e-06,10,0.146,-5.326,0,0.0699,111.886,4,0.474,RAYE,77,1049376,"['uk contemporary r&b', 'uk pop']",Love Of Your Life - RAYE (128).wav
Love On The Brain,87,224000,Rihanna,Rihanna,2016-01-28,0.0717,0.509,0.637,1.08e-05,4,0.0789,-4.83,0,0.0471,172.006,3,0.378,Rihanna,87,58231994,"['barbadian pop', 'pop', 'urban contemporary']",Love On The Brain - Rihanna (128).wav
LOVE YOU BETTER,75,129480,Future,Future,2022-04-29,0.478,0.709,0.357,0.000294,5,0.112,-9.289,1,0.214,75.494,4,0.544,Future,87,15158016,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",LOVE YOU BETTER - Future (128).wav
Lose Yourself,80,326467,Eminem,Eminem,2005-12-06,0.00868,0.692,0.744,0.000423,2,0.359,-4.565,1,0.257,171.374,4,0.0612,Eminem,87,77926307,"['detroit hip hop', 'hip hop', 'rap']",Love Yourself - Justin Bieber (128).wav
Love Yourself,86,233720,Justin Bieber,Justin Bieber,2015-11-13,0.835,0.609,0.378,0.0,4,0.28,-9.828,1,0.438,100.418,4,0.515,Justin Bieber,86,74403685,"['canadian pop', 'pop']",Love Yourself - Justin Bieber (128).wav
Bad Blood (feat. Kendrick Lamar) (Taylor's Version),84,199773,Taylor Swift,"Taylor Swift,Kendrick Lamar",2023-10-27,0.0104,0.602,0.648,0.0,2,0.217,-6.905,1,0.103,170.091,4,0.174,Taylor Swift,100,91129614,['pop'],LOVE. - Kendrick Lamar Zacari (128).wav
LOVE. FEAT. ZACARI.,86,213400,Kendrick Lamar,"Kendrick Lamar, Zacari",2017-04-14,0.264,0.8,0.585,0.0,10,0.153,-7.343,1,0.0924,126.058,4,0.779,Kendrick Lamar,86,25786424,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",LOVE. - Kendrick Lamar Zacari (128).wav
lovely (with Khalid),91,200186,Billie Eilish,"Billie Eilish, Khalid",2018-04-19,0.934,0.351,0.296,0.0,4,0.095,-10.109,0,0.0333,115.284,4,0.12,Billie Eilish,86,88246007,"['art pop', 'pop']",lovely - Billie Eilish Khalid (128).wav
Low Life (feat. The Weeknd),84,313547,Future,"Future, The Weeknd",2016-04-13,0.337,0.722,0.331,0.282,8,0.146,-7.789,1,0.0726,143.961,4,0.102,Future,87,15158016,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",Low Life (feat. The Weeknd) - Future The Weeknd (128).wav
Loyal (feat. Lil Wayne & Tyga),77,264947,Chris Brown,"Chris Brown,Lil Wayne,Tyga",2014-09-16,0.0168,0.841,0.522,1.37e-06,10,0.188,-5.963,0,0.049,99.059,4,0.616,Chris Brown,83,20691782,"['pop rap', 'r&b', 'rap']",Loyal_feat_Lil_Wayne_Tyga_Chris_Brown_Lil_Wayne_Tyga_12.wav
LOYALTY. FEAT. RIHANNA.,79,227360,Kendrick Lamar,"Kendrick Lamar,Rihanna",2017-04-14,0.0265,0.658,0.535,0.0,9,0.2,-8.983,0,0.0573,110.684,4,0.419,Kendrick Lamar,86,25786424,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",LOYALTY. - Kendrick Lamar Rihanna (128).wav
LUCES DE TECNO,82,164293,Feid,Feid,2023-09-29,0.142,0.643,0.651,0.0,7,0.103,-6.738,0,0.601,130.019,4,0.324,Feid,88,8085060,"['colombian pop', 'pop reggaeton', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",LUCES DE TECNO - Feid (128).wav
Side To Side,79,226160,Ariana Grande,"Ariana Grande,Nicki Minaj",2016-04-01,0.0513,0.65,0.736,0.0,6,0.235,-5.84,0,0.229,159.174,4,0.612,Ariana Grande,85,94489318,['pop'],LUCES DE TECNO - Feid (128).wav
Lucid Dreams (feat. Lil Uzi Vert) - Remix,65,240437,Lil Uzi Vert,"Juice WRLD, Lil Uzi Vert",2021-05-28,0.125,0.443,0.579,0.0,6,0.284,-6.517,0,0.187,83.827,4,0.256,Lil Uzi Vert,83,16109052,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap']",Lucid Dreams (Remix) - Juice Wrld Lil Uzi Vert (128).wav
Lucid Dreams,86,239836,Juice WRLD,Juice WRLD,2018-12-10,0.349,0.511,0.566,0.0,6,0.34,-7.23,0,0.2,83.903,4,0.218,Juice WRLD,84,31181079,"['chicago rap', 'melodic rap', 'rap']",Lucid Dreams - Juice WRLD (128).wav
Made You Look,85,134256,Meghan Trainor,Meghan Trainor,2022-10-21,0.345,0.838,0.525,1.92e-06,10,0.0771,-3.562,1,0.0665,144.981,4,0.884,Meghan Trainor,74,14121696,"['hip pop', 'pop']",Made You Look - Meghan Trainor (128).wav
Make Me Proud,71,219893,Drake,"Drake,Nicki Minaj",2011-11-15,0.00268,0.684,0.486,0.000148,1,0.157,-10.155,1,0.132,131.913,4,0.355,Drake,95,81345795,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",Make Me Proud - Drake Nicki Minaj (128).wav
Make You Feel My Love,79,212040,Adele,Adele,2008-01-27,0.907,0.317,0.172,0.000383,10,0.105,-10.636,1,0.0326,65.18,3,0.0963,Adele,83,52229537,"['british soul', 'pop', 'pop soul', 'uk pop']",Make You Feel My Love - Adele (128).wav
MALAMENTE - Cap.1: Augurio,70,150027,ROSALÍA,ROSALÍA,2018-11-02,0.549,0.893,0.482,0.0164,0,0.0752,-4.779,0,0.0873,97.975,4,0.53,ROSALÍA,78,7977482,"['latin viral pop', 'pop', 'r&b en espanol']",MALAMENTE (Cap.1 Augurio) - ROSALÍA (128).wav
Maps,87,189960,Maroon 5,Maroon 5,2014-09-02,0.0205,0.742,0.713,0.0,1,0.059,-5.522,0,0.0303,120.032,4,0.879,Maroon 5,82,41534296,['pop'],Maps - Maroon 5 (128).wav
Up & Down,61,154349,The Chainsmokers,"The Chainsmokers,347aidan",2023-04-21,0.01,0.728,0.796,0.000192,1,0.687,-5.427,0,0.0584,130.064,4,0.858,The Chainsmokers,77,20390037,['pop'],Maps - Maroon 5 (128).wav
Margaret (feat. Bleachers),76,339891,Lana Del Rey,"Lana Del Rey,Bleachers",2023-03-24,0.972,0.452,0.247,0.132,9,0.0577,-13.24,1,0.033,102.412,4,0.216,Lana Del Rey,88,29276034,"['art pop', 'pop']",Margaret - Lana Del Rey Bleachers (128).wav
Marry You,81,230192,Bruno Mars,Bruno Mars,2010-10-05,0.332,0.621,0.82,0.0,10,0.104,-4.865,1,0.0367,144.905,4,0.452,Bruno Mars,86,51858271,"['dance pop', 'pop']",Marry You - Bruno Mars (128).wav
Marvin Gaye (feat. Meghan Trainor),73,190453,Charlie Puth,"Charlie Puth,Meghan Trainor",2016-01-29,0.417,0.795,0.616,0.0,1,0.349,-5.281,0,0.06,110.015,4,0.815,Charlie Puth,79,21620546,"['pop', 'viral pop']",Marvin Gaye (feat. Meghan Trainor) - Charlie Puth Meghan Tr.wav
Mask Off,84,204600,Future,Future,2017-06-30,0.0102,0.833,0.434,0.0219,2,0.165,-8.795,1,0.431,150.062,4,0.281,Future,87,15158016,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",Mask Off - Future (128).wav
Matilda,83,245964,Harry Styles,Harry Styles,2022-05-20,0.896,0.507,0.294,1.97e-05,2,0.0966,-10.0,1,0.04,114.199,4,0.386,Harry Styles,83,29970267,['pop'],Matilda - Harry Styles (128).wav
Maybe You’re The Problem,70,190319,Ava Max,Ava Max,2022-04-28,0.0453,0.53,0.835,0.0,9,0.0637,-3.69,1,0.11,166.02,4,0.471,Ava Max,76,6150536,['pop'],Maybe You re The Problem - Ava Max (128).wav
"Me, Myself & I",79,251467,Bebe Rexha,"G-Eazy, Bebe Rexha",2015-12-04,0.0184,0.756,0.674,0.0,0,0.158,-6.518,0,0.0959,111.995,4,0.389,Bebe Rexha,77,8608960,"['dance pop', 'pop']","Me, Myself I - G-Eazy Bebe Rexha (128).wav"
Meant to Be (feat. Florida Georgia Line),76,164205,Bebe Rexha,"Bebe Rexha, Florida Georgia Line",2018-06-22,0.0476,0.642,0.772,0.0,10,0.0646,-6.61,1,0.0848,153.995,4,0.589,Bebe Rexha,77,8608960,"['dance pop', 'pop']",Meant to Be (feat. Florida Georgia Line) - Bebe Rexha Flori.wav
Meet Me Halfway,72,284373,Black Eyed Peas,Black Eyed Peas,2009-01-01,0.00474,0.798,0.629,2.29e-05,11,0.324,-6.857,0,0.0735,130.002,4,0.4,Black Eyed Peas,77,7769573,"['dance pop', 'pop', 'pop rap']",Meet Me Halfway - The Black Eyed Peas (128).wav
Memories (feat. Kid Cudi),70,210093,David Guetta,"David Guetta, Kid Cudi",2009-08-21,0.0015,0.561,0.87,2.82e-06,8,0.246,-6.103,1,0.343,129.98,4,0.498,David Guetta,85,26379655,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",Memories (feat. Kid Cudi) - David Guetta Kid Cudi (128).wav
Memories,86,189486,Maroon 5,Maroon 5,2021-06-11,0.841,0.775,0.327,0.0,11,0.0821,-7.241,1,0.0557,91.05,4,0.595,Maroon 5,82,41534296,['pop'],Memories - Maroon 5 (128).wav
Mercy,83,208733,Shawn Mendes,Shawn Mendes,2017-04-20,0.125,0.555,0.662,0.0,11,0.111,-4.952,0,0.0827,148.128,4,0.356,Shawn Mendes,80,42606389,"['canadian pop', 'pop', 'viral pop']",Mercy - Shawn Mendes (128).wav
Midnight Memories,69,176320,One Direction,One Direction,2013-11-25,0.00725,0.432,0.868,0.0,6,0.233,-2.01,0,0.0882,156.128,4,0.567,One Direction,81,33690694,"['boy band', 'pop', 'post-teen pop', 'talent show']",Midnight Memories - One Direction (128).wav
Million Dollar Baby,67,184295,Ava Max,Ava Max,2022-09-01,0.0367,0.667,0.858,1.47e-05,2,0.325,-2.268,0,0.0926,133.039,4,0.641,Ava Max,76,6150536,['pop'],Million Dollar Baby - Ava Max (128).wav
Million Reasons,59,205280,Lady Gaga,Lady Gaga,2016-10-21,0.494,0.666,0.423,0.0,0,0.106,-8.012,1,0.043,129.89,4,0.154,Lady Gaga,82,28321662,"['art pop', 'dance pop', 'pop']",Million Reasons - Lady Gaga (128).wav
"Milo J: Bzrp Music Sessions, Vol. 57",89,192288,Bizarrap,"Bizarrap, Milo j",2023-10-03,0.527,0.795,0.553,2.84e-06,4,0.112,-8.496,0,0.244,124.109,4,0.739,Bizarrap,84,13073464,"['argentine hip hop', 'pop venezolano', 'trap argentino', 'trap latino', 'urbano latino']","Milo J Bzrp Music Sessions, Vol. 57 - Bizarrap Milo j (128).wav"
"Nicki Nicole: Bzrp Music Sessions, Vol. 13",72,143292,Bizarrap,"Bizarrap,Nicki Nicole",2019-08-14,0.00554,0.81,0.471,0.000197,8,0.134,-5.047,1,0.0496,75.003,4,0.391,Bizarrap,84,13073464,"['argentine hip hop', 'pop venezolano', 'trap argentino', 'trap latino', 'urbano latino']","Milo J Bzrp Music Sessions, Vol. 57 - Bizarrap Milo j (128).wav"
Miracle (with Ellie Goulding),86,186496,Calvin Harris,"Calvin Harris, Ellie Goulding",2023-03-10,0.0378,0.636,0.869,0.0446,9,0.0808,-5.289,1,0.0412,143.011,4,0.306,Calvin Harris,82,23408452,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']",Miracle - Calvin Harris Ellie Goulding (128).wav
Mirage - for Assassin's Creed Mirage,76,133184,OneRepublic,"OneRepublic,Assassin's Creed,Mishaal Tamer",2023-09-22,0.0139,0.542,0.67,2.87e-05,1,0.165,-6.066,1,0.0383,167.027,4,0.415,OneRepublic,80,16390313,"['piano rock', 'pop']",Mirage_for_Assassin_s_Creed_Mirage_OneRepublic_Assassin_s_C.wav
Miss You - Bonus Track,80,206000,Robin Schulz,"Oliver Tree, Robin Schulz",2023-09-29,0.0128,0.587,0.742,0.00107,6,0.146,-6.64,0,0.0529,145.007,4,0.199,Robin Schulz,75,3096894,"['deep euro house', 'deep house', 'edm', 'german dance', 'pop dance', 'tropical house']",Miss You (Bonus Track) - Oliver Tree Robin Schulz (128).wav
Miss You,75,206000,Oliver Tree,"Oliver Tree,Robin Schulz",2022-08-05,0.0128,0.587,0.742,0.00107,6,0.146,-6.64,0,0.0529,145.007,4,0.199,Oliver Tree,71,2361006,['alternative hip hop'],Missing You - Stephen Sanchez Ashe (128).wav
Miss You - Sped Up Version,71,171702,Oliver Tree,"Oliver Tree, sped up nightcore",2022-10-17,0.0141,0.527,0.66,0.0185,0,0.156,-10.692,1,0.0877,173.979,4,0.283,Oliver Tree,71,2361006,['alternative hip hop'],Missing You - Stephen Sanchez Ashe (128).wav
Missing You (with Ashe),59,235811,Stephen Sanchez,"Stephen Sanchez,Ashe",2022-11-04,0.319,0.639,0.34,0.0,0,0.169,-12.185,0,0.0604,115.034,4,0.333,Stephen Sanchez,73,948319,['gen z singer-songwriter'],Missing You - Stephen Sanchez Ashe (128).wav
Mockingbird,90,250760,Eminem,Eminem,2004-11-12,0.209,0.637,0.678,0.0,0,0.156,-3.798,1,0.266,84.039,4,0.254,Eminem,87,77926307,"['detroit hip hop', 'hip hop', 'rap']",Mockingbird - Eminem (128).wav
Mojando Asientos (feat. Feid),72,252162,Maluma,"Maluma,Feid",2022-03-24,0.0352,0.773,0.767,0.0,7,0.299,-4.019,1,0.0819,94.99,4,0.49,Maluma,83,34427112,"['latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",Mojando Asientos (feat. Feid) - Maluma Feid (128).wav
MONACO,98,267194,Bad Bunny,Bad Bunny,2023-10-13,0.15,0.787,0.621,0.000402,4,0.58,-5.009,0,0.068,139.056,4,0.13,Bad Bunny,96,76065976,"['reggaeton', 'trap latino', 'urbano latino']",MONACO - Bad Bunny (128).wav
Money,73,183527,Cardi B,Cardi B,2018-10-23,0.00534,0.95,0.59,0.0,8,0.11,-6.508,0,0.29,130.003,4,0.219,Cardi B,77,22479448,"['pop', 'rap']",Money - Cardi B (128).wav
MI EX TENÍA RAZÓN,89,154375,KAROL G,KAROL G,2023-08-10,0.0776,0.634,0.725,0.0,5,0.211,-4.945,0,0.0587,159.845,4,0.795,KAROL G,88,41121547,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",Monotonía - Shakira Ozuna (128).wav
Monotonía,82,158805,Ozuna,"Shakira, Ozuna",2022-10-19,0.419,0.873,0.695,1.23e-06,0,0.211,-4.207,0,0.0459,131.963,4,0.823,Ozuna,83,37816472,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",Monotonía - Shakira Ozuna (128).wav
MONTERO (Call Me By Your Name),81,137704,Lil Nas X,Lil Nas X,2021-09-17,0.293,0.593,0.503,0.0,8,0.405,-6.725,0,0.22,178.781,4,0.71,Lil Nas X,74,12476410,['lgbtq+ hip hop'],MONTERO (Call Me By Your Name) - Lil Nas X (128).wav
Moonlight,84,135090,XXXTENTACION,XXXTENTACION,2018-03-16,0.556,0.921,0.537,0.00404,9,0.102,-5.723,0,0.0804,128.009,4,0.711,XXXTENTACION,83,43388933,"['emo rap', 'miami hip hop']",Moonlight - XXXTENTACION (128).wav
Morrow,55,246627,070 Shake,070 Shake,2020-01-17,0.0566,0.742,0.666,0.0182,0,0.15,-6.832,1,0.0353,100.049,4,0.194,070 Shake,69,494115,['new jersey rap'],Morrow - 070 Shake (128).wav
Mother Nature,64,245575,RAYE,"RAYE,Hans Zimmer",2023-10-27,0.157,0.229,0.416,5.29e-05,0,0.108,-9.227,1,0.0309,83.378,4,0.123,RAYE,77,1049376,"['uk contemporary r&b', 'uk pop']",Mother Nature - RAYE Hans Zimmer (128).wav
motive (with Doja Cat),78,167990,Ariana Grande,"Ariana Grande,Doja Cat",2020-10-30,0.0681,0.789,0.742,0.0,10,0.166,-5.664,0,0.0652,116.965,4,0.661,Ariana Grande,85,94489318,['pop'],motive - Ariana Grande Doja Cat (128).wav
Mountain Peaks,56,208400,Stephen Sanchez,Stephen Sanchez,2022-08-19,0.671,0.473,0.424,8.13e-06,7,0.336,-8.144,1,0.0355,118.073,4,0.297,Stephen Sanchez,73,948319,['gen z singer-songwriter'],Mountain Peaks - Stephen Sanchez (128).wav
"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",74,201160,Maroon 5,"Maroon 5, Christina Aguilera",2010,0.0111,0.722,0.758,0.0,11,0.308,-4.477,0,0.0471,128.047,4,0.62,Maroon 5,82,41534296,['pop'],Moves Like Jagger (Studio Recording From The Voice Performan.wav
MR. OCTOBER,89,189259,Bad Bunny,Bad Bunny,2023-10-13,0.188,0.805,0.612,1.96e-05,8,0.134,-5.682,0,0.172,126.013,4,0.425,Bad Bunny,96,76065976,"['reggaeton', 'trap latino', 'urbano latino']",MR. OCTOBER - Bad Bunny (128).wav
Mr. Right Now (feat. Drake),75,193839,21 Savage,"21 Savage,Metro Boomin,Drake",2020-10-02,0.231,0.647,0.667,0.0,5,0.133,-5.563,1,0.304,172.08,4,0.704,21 Savage,87,15351817,"['atl hip hop', 'hip hop', 'rap']",Mr. Right Now (feat. Drake) - 21 Savage Metro Boomin Drake.wav
Aye (feat. Travis Scott),76,207836,Lil Uzi Vert,"Lil Uzi Vert,Travis Scott",2023-06-30,0.000713,0.777,0.604,5.64e-05,9,0.151,-4.452,0,0.0397,111.998,4,0.121,Lil Uzi Vert,83,16109052,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap']",MY EYES - Travis Scott (128).wav
MY EYES,88,251250,Travis Scott,Travis Scott,2023-07-28,0.651,0.455,0.621,2.59e-06,0,0.123,-7.694,0,0.0517,119.043,4,0.28,Travis Scott,90,24895140,"['hip hop', 'rap', 'slap house']",MY EYES - Travis Scott (128).wav
N95,81,195950,Kendrick Lamar,Kendrick Lamar,2022-05-13,0.377,0.79,0.67,2.32e-06,1,0.119,-5.527,1,0.105,139.956,4,0.408,Kendrick Lamar,86,25786424,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",N95 - Kendrick Lamar (128).wav
Need to Know,82,210560,Doja Cat,Doja Cat,2021-06-25,0.304,0.664,0.609,0.0,1,0.0926,-6.509,1,0.0707,130.041,4,0.194,Doja Cat,87,27056797,"['dance pop', 'pop']",Need to Know - Doja Cat (128).wav
Neighbors,75,216520,J. Cole,J. Cole,2016-12-09,0.319,0.898,0.283,0.000383,6,0.11,-12.335,0,0.356,138.97,4,0.469,J. Cole,84,21778723,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",Neighbors - J. Cole (128).wav
Nervous,78,245000,The Neighbourhood,The Neighbourhood,2018-11-02,0.0213,0.589,0.614,0.165,0,0.31,-7.528,0,0.0426,119.837,4,0.318,The Neighbourhood,81,14128852,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie']",Nervous - The Neighbourhood (128).wav
NEVER AGAIN,57,101632,d4vd,d4vd,2022-06-06,0.913,0.418,0.37,0.00267,2,0.219,-10.701,0,0.0362,132.755,4,0.232,d4vd,75,1886231,"['bedroom pop', 'bedroom r&b']",NEVER AGAIN - d4vd (128).wav
VAGABUNDO,87,215600,Manuel Turizo,"Sebastian Yatra, Manuel Turizo, Beéle",2023-05-12,0.0351,0.817,0.851,0.0,11,0.232,-3.309,0,0.0627,127.019,4,0.886,Manuel Turizo,80,13160734,"['colombian pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",NEVER AGAIN - d4vd (128).wav
Never Be Alone,68,215813,Shawn Mendes,Shawn Mendes,2015-04-14,0.514,0.376,0.466,5.8e-05,10,0.0781,-6.927,1,0.0353,199.835,4,0.276,Shawn Mendes,80,42606389,"['canadian pop', 'pop', 'viral pop']",Never Be Alone - Shawn Mendes (128).wav
Never Be the Same,75,226973,Camila Cabello,Camila Cabello,2018-01-12,0.181,0.637,0.713,0.000637,0,0.137,-4.333,1,0.0747,129.923,4,0.243,Camila Cabello,77,31877634,"['dance pop', 'pop']",Never Be the Same - Camila Cabello (128).wav
Next To You (feat. Justin Bieber),73,265813,Chris Brown,"Chris Brown,Justin Bieber",2011-03-22,0.0201,0.67,0.676,0.0,8,0.11,-4.725,1,0.037,114.974,4,0.349,Chris Brown,83,20691782,"['pop rap', 'r&b', 'rap']",Next To You (feat. Justin Bieber) - Chris Brown Justin Bieb.wav
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],82,207307,Metro Boomin,"Metro Boomin,Travis Scott,21 Savage",2022-12-02,0.189,0.671,0.658,8.66e-05,2,0.147,-5.567,1,0.309,87.933,4,0.257,Metro Boomin,85,5947390,['rap'],Niagara_Falls_Foot_or_2_Metro_Boomin_Travis_Scott_21_Savag.wav
Ni**as In Paris,62,219333,JAY-Z,"JAY-Z,Kanye West",2011-08-08,0.127,0.789,0.858,0.0,1,0.349,-5.542,1,0.311,140.022,4,0.775,JAY-Z,81,8684627,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",Nias in Paris - JAY-Z Kanye West (128).wav
Ni**as In Paris,85,219333,JAY-Z,"JAY-Z, Kanye West",2011-08-08,0.127,0.789,0.858,0.0,1,0.349,-5.542,1,0.311,140.022,4,0.775,JAY-Z,81,8684627,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",Nias in Paris - JAY-Z Kanye West (128).wav
Nice to Meet Ya (feat. Nicki Minaj),54,197004,Meghan Trainor,"Meghan Trainor,Nicki Minaj",2020-01-31,0.0111,0.754,0.561,0.0267,10,0.126,-6.279,0,0.333,192.034,4,0.539,Meghan Trainor,74,14121696,"['hip pop', 'pop']",Nice to Meet Ya (feat. Nicki Minaj) - Meghan Trainor Nicki.wav
Night Changes,89,226600,One Direction,One Direction,2014-11-17,0.859,0.672,0.52,0.0,8,0.115,-7.747,1,0.0353,120.001,4,0.37,One Direction,81,33690694,"['boy band', 'pop', 'post-teen pop', 'talent show']",Night Changes - One Direction (128).wav
Gotta Have It,68,140747,JAY-Z,"JAY-Z,Kanye West",2011-08-08,0.411,0.74,0.574,0.0,4,0.262,-6.938,1,0.245,149.762,4,0.33,JAY-Z,81,8684627,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",Nightmare - Halsey (128).wav
Nightmare,67,231999,Halsey,Halsey,2019-05-17,0.0188,0.611,0.622,0.0,9,0.359,-5.075,0,0.0734,146.11,4,0.538,Halsey,79,21085824,"['electropop', 'etherpop', 'indie poptimism', 'pop']",Nightmare - Halsey (128).wav
Nikita,71,343240,Elton John,Elton John,1985-11-07,0.123,0.632,0.656,0.000264,7,0.0735,-9.29,1,0.0277,86.605,4,0.752,Elton John,80,12420077,"['glam rock', 'mellow gold', 'piano rock', 'rock']",Nikita - Elton John (128).wav
Hands On Me (feat. Meghan Trainor),75,183022,Jason Derulo,"Jason Derulo,Meghan Trainor",2023-10-13,0.0244,0.691,0.639,0.0,9,0.102,-7.321,1,0.125,141.918,4,0.71,Jason Derulo,76,11927147,"['dance pop', 'pop']",NO - Meghan Trainor (128).wav
No Church In The Wild,76,272507,JAY-Z,"JAY-Z, Kanye West, Frank Ocean, The-Dream",2011-08-08,0.244,0.654,0.75,0.0178,8,0.167,-7.509,0,0.105,92.773,4,0.557,JAY-Z,81,8684627,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",No Church In The Wild - JAY-Z Kanye West Frank Ocean The-.wav
No Es Justo,71,250840,J Balvin,"J Balvin,Zion & Lennox",2018-05-25,0.161,0.684,0.811,0.000363,7,0.0871,-4.494,1,0.0714,87.866,4,0.721,J Balvin,83,37770548,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",No Es Justo - J Balvin Zion Lennox (128).wav
No Guidance (feat. Drake),80,260640,Chris Brown,"Chris Brown, Drake",2019-06-28,0.123,0.696,0.454,0.0,1,0.155,-6.756,0,0.153,92.928,4,0.136,Chris Brown,83,20691782,"['pop rap', 'r&b', 'rap']",No Guidance (feat. Drake) - Chris Brown Drake (128).wav
